,utterance,intent
4500,I should see spendings for groceries instead,spending_history_update
4501,"Could you show me all my recent Petco spendings instead, please?",spending_history_update
4502,how about in ann arbor,spending_history_update
4503,Can you show me my spendings from Atlanta?,spending_history_update
4504,"Could you show me all my Amazon spendings instead, please?",spending_history_update
4505,more information on wanting to view all from walmart.,spending_history_update
4506,What about from Steve's account,spending_history_update
4507,"I went to Portland, please make a list of all my spendings from there, thanks.",spending_history_update
4508,I want to see just from microsoft instead,spending_history_update
4509,What about on groceries,spending_history_update
4510,How much money was used for entertainment instead,spending_history_update
4511,tell me the spending for colthes instead,spending_history_update
4512,What about in Macy's,spending_history_update
4513,How about on Electronice,spending_history_update
4514,i want to see for grocery stores thanks a lot,spending_history_update
4515,Now show me the records for California.,spending_history_update
4516,I gotta see just from Amazon instead,spending_history_update
4517,hello. let me know more on wanting all purchases for fast food also,spending_history_update
4518,show me only amazon please,spending_history_update
4519,I wanna see spendings for groceries instead,spending_history_update
4520,"Will you show me my recent Petco spendings instead, please?",spending_history_update
4521,Can you show me my spendings from Sacramento next?,spending_history_update
4522,see just from Amazon instead,spending_history_update
4523,Can you show me just the spendings for when I was in Kansas?,spending_history_update
4524,thinking of help with lookin for spendings in seattle,spending_history_update
4525,have issue wanting to view all from target tell me more on this aspect too,spending_history_update
4526,What about my checking account from that trip,spending_history_update
4527,What about from the trip last week,spending_history_update
4528,Was there any expendature on clothes?,spending_history_update
